Library,Free Seats,% Free,Date,Time
SSEES Library,156,88.63636363636364,2024-10-22,07:13:18.089775
School of Pharmacy Library,52,88.13559322033898,2024-10-22,07:13:18.089762
Great Ormond Street Institute of Child Health Library,92,82.14285714285714,2024-10-22,07:13:18.089664
Student Centre,510,78.82534775888718,2024-10-22,07:13:18.089804
Main Library,454,72.64,2024-10-22,07:13:18.089735
Cruciform Hub,179,72.46963562753037,2024-10-22,07:13:18.089634
IOE Library,221,67.3780487804878,2024-10-22,07:13:18.089693
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-22,07:13:18.089707
Graduate Hub (Postgraduate use only),17,30.909090909090907,2024-10-22,07:13:18.089649
UCL East Library,148,98.01324503311258,2024-10-22,08:15:57.939797
Graduate Hub (Postgraduate use only),52,94.54545454545455,2024-10-22,08:15:57.939629
SSEES Library,164,93.18181818181817,2024-10-22,08:15:57.939760
"Queen Square Institute of Neurology, Queen Square Library",26,89.65517241379311,2024-10-22,08:15:57.939734
Science Library,822,89.54248366013073,2024-10-22,08:15:57.939772
Language & Speech Science Library,50,87.71929824561403,2024-10-22,08:15:57.939706
Bartlett Library,60,86.95652173913044,2024-10-22,08:15:57.939594
Main Library,531,84.96000000000001,2024-10-22,08:15:57.939720
School of Pharmacy Library,49,83.05084745762711,2024-10-22,08:15:57.939747
Great Ormond Street Institute of Child Health Library,86,76.78571428571429,2024-10-22,08:15:57.939644
Cruciform Hub,186,75.30364372469636,2024-10-22,08:15:57.939614
Institute of Archaeology Library,42,72.41379310344827,2024-10-22,08:15:57.939659
Student Centre,447,69.08809891808346,2024-10-22,08:15:57.939785
The Joint Library of Ophthalmology,29,65.9090909090909,2024-10-22,08:15:57.939688
IOE Library,208,63.41463414634146,2024-10-22,08:15:57.939674
UCL East Library,141,93.37748344370861,2024-10-22,09:13:07.751553
Graduate Hub (Postgraduate use only),49,89.0909090909091,2024-10-22,09:13:07.751390
Language & Speech Science Library,50,87.71929824561403,2024-10-22,09:13:07.751462
School of Pharmacy Library,48,81.35593220338984,2024-10-22,09:13:07.751503
Institute of Archaeology Library,45,77.58620689655173,2024-10-22,09:13:07.751419
Great Ormond Street Institute of Child Health Library,85,75.89285714285714,2024-10-22,09:13:07.751404
SSEES Library,130,73.86363636363636,2024-10-22,09:13:07.751516
Bartlett Library,50,72.46376811594203,2024-10-22,09:13:07.751354
Main Library,439,70.24000000000001,2024-10-22,09:13:07.751476
Science Library,634,69.06318082788671,2024-10-22,09:13:07.751529
"Queen Square Institute of Neurology, Queen Square Library",19,65.51724137931035,2024-10-22,09:13:07.751490
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-22,09:13:07.751448
Cruciform Hub,141,57.08502024291497,2024-10-22,09:13:07.751374
Student Centre,342,52.85935085007728,2024-10-22,09:13:07.751541
IOE Library,171,52.13414634146341,2024-10-22,09:13:07.751434
UCL East Library,122,80.79470198675497,2024-10-22,10:12:54.117185
Language & Speech Science Library,44,77.19298245614034,2024-10-22,10:12:54.117087
Great Ormond Street Institute of Child Health Library,80,71.42857142857143,2024-10-22,10:12:54.117026
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-22,10:12:54.117073
SSEES Library,106,60.22727272727273,2024-10-22,10:12:54.117142
Bartlett Library,37,53.62318840579711,2024-10-22,10:12:54.116975
Science Library,483,52.614379084967325,2024-10-22,10:12:54.117158
"Queen Square Institute of Neurology, Queen Square Library",13,44.827586206896555,2024-10-22,10:12:54.117115
Main Library,271,43.36,2024-10-22,10:12:54.117101
Cruciform Hub,101,40.89068825910931,2024-10-22,10:12:54.116995
School of Pharmacy Library,22,37.28813559322034,2024-10-22,10:12:54.117129
IOE Library,104,31.70731707317073,2024-10-22,10:12:54.117059
Institute of Archaeology Library,18,31.03448275862069,2024-10-22,10:12:54.117041
Graduate Hub (Postgraduate use only),17,30.909090909090907,2024-10-22,10:12:54.117011
Student Centre,195,30.139103554868623,2024-10-22,10:12:54.117171
UCL East Library,120,79.47019867549669,2024-10-22,11:10:30.093959
Great Ormond Street Institute of Child Health Library,82,73.21428571428571,2024-10-22,11:10:30.093804
Language & Speech Science Library,34,59.64912280701754,2024-10-22,11:10:30.093862
"Queen Square Institute of Neurology, Queen Square Library",16,55.172413793103445,2024-10-22,11:10:30.093890
SSEES Library,97,55.11363636363637,2024-10-22,11:10:30.093917
The Joint Library of Ophthalmology,24,54.54545454545454,2024-10-22,11:10:30.093848
Bartlett Library,35,50.72463768115942,2024-10-22,11:10:30.093754
Science Library,404,44.008714596949886,2024-10-22,11:10:30.093930
Main Library,217,34.72,2024-10-22,11:10:30.093877
Cruciform Hub,84,34.0080971659919,2024-10-22,11:10:30.093775
Student Centre,168,25.965996908809892,2024-10-22,11:10:30.093946
IOE Library,80,24.390243902439025,2024-10-22,11:10:30.093834
Institute of Archaeology Library,14,24.137931034482758,2024-10-22,11:10:30.093819
Graduate Hub (Postgraduate use only),13,23.636363636363637,2024-10-22,11:10:30.093790
School of Pharmacy Library,11,18.64406779661017,2024-10-22,11:10:30.093904
UCL East Library,115,76.15894039735099,2024-10-22,12:23:10.272134
Great Ormond Street Institute of Child Health Library,69,61.60714285714286,2024-10-22,12:23:10.271978
Bartlett Library,42,60.86956521739131,2024-10-22,12:23:10.271928
The Joint Library of Ophthalmology,24,54.54545454545454,2024-10-22,12:23:10.272021
Language & Speech Science Library,31,54.385964912280706,2024-10-22,12:23:10.272035
SSEES Library,94,53.40909090909091,2024-10-22,12:23:10.272090
"Queen Square Institute of Neurology, Queen Square Library",12,41.37931034482759,2024-10-22,12:23:10.272063
Science Library,327,35.62091503267974,2024-10-22,12:23:10.272107
Main Library,202,32.32,2024-10-22,12:23:10.272050
Cruciform Hub,76,30.76923076923077,2024-10-22,12:23:10.271948
Student Centre,180,27.820710973724882,2024-10-22,12:23:10.272121
Graduate Hub (Postgraduate use only),14,25.454545454545453,2024-10-22,12:23:10.271963
Institute of Archaeology Library,14,24.137931034482758,2024-10-22,12:23:10.271993
IOE Library,71,21.646341463414632,2024-10-22,12:23:10.272007
School of Pharmacy Library,10,16.94915254237288,2024-10-22,12:23:10.272077
Great Ormond Street Institute of Child Health Library,73,65.17857142857143,2024-10-22,13:21:14.768283
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-22,13:21:14.768327
UCL East Library,89,58.94039735099338,2024-10-22,13:21:14.768440
Language & Speech Science Library,29,50.877192982456144,2024-10-22,13:21:14.768345
SSEES Library,74,42.04545454545455,2024-10-22,13:21:14.768401
Bartlett Library,29,42.028985507246375,2024-10-22,13:21:14.768231
Science Library,257,27.995642701525053,2024-10-22,13:21:14.768414
Institute of Archaeology Library,16,27.586206896551722,2024-10-22,13:21:14.768298
Main Library,170,27.200000000000003,2024-10-22,13:21:14.768360
Cruciform Hub,65,26.31578947368421,2024-10-22,13:21:14.768252
Student Centre,167,25.811437403400312,2024-10-22,13:21:14.768427
IOE Library,70,21.341463414634145,2024-10-22,13:21:14.768313
School of Pharmacy Library,12,20.33898305084746,2024-10-22,13:21:14.768387
Graduate Hub (Postgraduate use only),8,14.545454545454545,2024-10-22,13:21:14.768268
"Queen Square Institute of Neurology, Queen Square Library",3,10.344827586206897,2024-10-22,13:21:14.768374
Great Ormond Street Institute of Child Health Library,71,63.39285714285714,2024-10-22,14:11:20.506979
UCL East Library,90,59.60264900662252,2024-10-22,14:11:20.507125
Language & Speech Science Library,32,56.14035087719298,2024-10-22,14:11:20.507034
The Joint Library of Ophthalmology,24,54.54545454545454,2024-10-22,14:11:20.507021
Bartlett Library,26,37.68115942028986,2024-10-22,14:11:20.506930
Science Library,294,32.02614379084967,2024-10-22,14:11:20.507100
SSEES Library,55,31.25,2024-10-22,14:11:20.507088
Graduate Hub (Postgraduate use only),17,30.909090909090907,2024-10-22,14:11:20.506965
Student Centre,192,29.675425038639876,2024-10-22,14:11:20.507113
Institute of Archaeology Library,16,27.586206896551722,2024-10-22,14:11:20.506993
"Queen Square Institute of Neurology, Queen Square Library",8,27.586206896551722,2024-10-22,14:11:20.507062
School of Pharmacy Library,16,27.11864406779661,2024-10-22,14:11:20.507075
Main Library,163,26.08,2024-10-22,14:11:20.507048
Cruciform Hub,56,22.672064777327936,2024-10-22,14:11:20.506950
IOE Library,64,19.51219512195122,2024-10-22,14:11:20.507007
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-22,15:12:46.016224
UCL East Library,92,60.9271523178808,2024-10-22,15:12:46.016330
Great Ormond Street Institute of Child Health Library,68,60.71428571428571,2024-10-22,15:12:46.016179
Language & Speech Science Library,28,49.122807017543856,2024-10-22,15:12:46.016238
Bartlett Library,26,37.68115942028986,2024-10-22,15:12:46.016131
Institute of Archaeology Library,19,32.758620689655174,2024-10-22,15:12:46.016197
School of Pharmacy Library,19,32.20338983050847,2024-10-22,15:12:46.016278
SSEES Library,56,31.818181818181817,2024-10-22,15:12:46.016294
Student Centre,197,30.44822256568779,2024-10-22,15:12:46.016318
Science Library,268,29.193899782135073,2024-10-22,15:12:46.016306
Main Library,176,28.16,2024-10-22,15:12:46.016252
Graduate Hub (Postgraduate use only),15,27.27272727272727,2024-10-22,15:12:46.016165
Cruciform Hub,66,26.720647773279353,2024-10-22,15:12:46.016150
"Queen Square Institute of Neurology, Queen Square Library",7,24.137931034482758,2024-10-22,15:12:46.016265
IOE Library,77,23.47560975609756,2024-10-22,15:12:46.016211
Great Ormond Street Institute of Child Health Library,70,62.5,2024-10-22,16:14:55.019635
UCL East Library,93,61.58940397350994,2024-10-22,16:14:55.019784
The Joint Library of Ophthalmology,25,56.81818181818182,2024-10-22,16:14:55.019677
SSEES Library,84,47.72727272727273,2024-10-22,16:14:55.019747
Language & Speech Science Library,27,47.368421052631575,2024-10-22,16:14:55.019691
Institute of Archaeology Library,25,43.103448275862064,2024-10-22,16:14:55.019650
Bartlett Library,28,40.57971014492754,2024-10-22,16:14:55.019583
"Queen Square Institute of Neurology, Queen Square Library",11,37.93103448275862,2024-10-22,16:14:55.019721
Graduate Hub (Postgraduate use only),19,34.54545454545455,2024-10-22,16:14:55.019618
Cruciform Hub,79,31.983805668016196,2024-10-22,16:14:55.019603
Science Library,277,30.174291938997822,2024-10-22,16:14:55.019760
Student Centre,186,28.748068006182383,2024-10-22,16:14:55.019772
Main Library,179,28.64,2024-10-22,16:14:55.019707
School of Pharmacy Library,15,25.423728813559322,2024-10-22,16:14:55.019734
IOE Library,81,24.695121951219512,2024-10-22,16:14:55.019664
Great Ormond Street Institute of Child Health Library,89,79.46428571428571,2024-10-22,17:10:50.466936
"Queen Square Institute of Neurology, Queen Square Library",21,72.41379310344827,2024-10-22,17:10:50.467015
UCL East Library,99,65.56291390728477,2024-10-22,17:10:50.467079
Bartlett Library,41,59.42028985507246,2024-10-22,17:10:50.466886
Institute of Archaeology Library,34,58.620689655172406,2024-10-22,17:10:50.466951
SSEES Library,100,56.81818181818182,2024-10-22,17:10:50.467042
Language & Speech Science Library,31,54.385964912280706,2024-10-22,17:10:50.466987
Graduate Hub (Postgraduate use only),27,49.09090909090909,2024-10-22,17:10:50.466921
School of Pharmacy Library,25,42.3728813559322,2024-10-22,17:10:50.467028
Science Library,345,37.58169934640523,2024-10-22,17:10:50.467055
Main Library,231,36.96,2024-10-22,17:10:50.467001
IOE Library,115,35.0609756097561,2024-10-22,17:10:50.466965
Cruciform Hub,78,31.57894736842105,2024-10-22,17:10:50.466905
Student Centre,191,29.520865533230296,2024-10-22,17:10:50.467067
The Joint Library of Ophthalmology,-1,-1.0,2024-10-22,17:10:50.466973
Language & Speech Science Library,50,87.71929824561403,2024-10-22,18:16:05.089577
SSEES Library,138,78.4090909090909,2024-10-22,18:16:05.089633
UCL East Library,117,77.48344370860927,2024-10-22,18:16:05.089674
"Queen Square Institute of Neurology, Queen Square Library",22,75.86206896551724,2024-10-22,18:16:05.089605
Bartlett Library,48,69.56521739130434,2024-10-22,18:16:05.089483
Institute of Archaeology Library,39,67.24137931034483,2024-10-22,18:16:05.089540
School of Pharmacy Library,36,61.016949152542374,2024-10-22,18:16:05.089619
Cruciform Hub,143,57.89473684210527,2024-10-22,18:16:05.089503
Science Library,509,55.446623093681914,2024-10-22,18:16:05.089649
IOE Library,165,50.30487804878049,2024-10-22,18:16:05.089555
Main Library,302,48.32,2024-10-22,18:16:05.089591
Graduate Hub (Postgraduate use only),25,45.45454545454545,2024-10-22,18:16:05.089518
Student Centre,185,28.593508500772796,2024-10-22,18:16:05.089662
The Joint Library of Ophthalmology,-1,-1.0,2024-10-22,18:16:05.089563
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-22,18:16:05.089526
SSEES Library,157,89.20454545454545,2024-10-22,19:11:01.602020
UCL East Library,130,86.09271523178808,2024-10-22,19:11:01.602059
Institute of Archaeology Library,49,84.48275862068965,2024-10-22,19:11:01.601930
Language & Speech Science Library,45,78.94736842105263,2024-10-22,19:11:01.601967
Graduate Hub (Postgraduate use only),41,74.54545454545455,2024-10-22,19:11:01.601890
Bartlett Library,51,73.91304347826086,2024-10-22,19:11:01.601855
Cruciform Hub,166,67.20647773279353,2024-10-22,19:11:01.601874
Science Library,593,64.59694989106754,2024-10-22,19:11:01.602034
School of Pharmacy Library,36,61.016949152542374,2024-10-22,19:11:01.602007
Main Library,381,60.96,2024-10-22,19:11:01.601981
IOE Library,182,55.487804878048784,2024-10-22,19:11:01.601945
Student Centre,226,34.93044822256569,2024-10-22,19:11:01.602046
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-22,19:11:01.601898
The Joint Library of Ophthalmology,-1,-1.0,2024-10-22,19:11:01.601953
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-22,19:11:01.601989
SSEES Library,168,95.45454545454545,2024-10-22,20:13:18.910382
UCL East Library,131,86.75496688741721,2024-10-22,20:13:18.910420
Main Library,520,83.2,2024-10-22,20:13:18.910345
Institute of Archaeology Library,48,82.75862068965517,2024-10-22,20:13:18.910297
School of Pharmacy Library,43,72.88135593220339,2024-10-22,20:13:18.910367
Cruciform Hub,180,72.8744939271255,2024-10-22,20:13:18.910255
Science Library,667,72.65795206971679,2024-10-22,20:13:18.910395
Graduate Hub (Postgraduate use only),37,67.27272727272727,2024-10-22,20:13:18.910271
IOE Library,203,61.890243902439025,2024-10-22,20:13:18.910313
Student Centre,272,42.040185471406495,2024-10-22,20:13:18.910408
Bartlett Library,-1,-1.0,2024-10-22,20:13:18.910233
The Joint Library of Ophthalmology,-1,-1.0,2024-10-22,20:13:18.910322
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-22,20:13:18.910279
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-22,20:13:18.910353
Language & Speech Science Library,-1,-1.0,2024-10-22,20:13:18.910331
UCL East Library,150,99.33774834437085,2024-10-22,21:11:21.985057
Graduate Hub (Postgraduate use only),53,96.36363636363636,2024-10-22,21:11:21.984933
Main Library,528,84.48,2024-10-22,21:11:21.984986
Science Library,746,81.26361655773421,2024-10-22,21:11:21.985030
School of Pharmacy Library,47,79.66101694915254,2024-10-22,21:11:21.985009
Student Centre,332,51.31375579598145,2024-10-22,21:11:21.985044
Bartlett Library,-1,-1.0,2024-10-22,21:11:21.984902
The Joint Library of Ophthalmology,-1,-1.0,2024-10-22,21:11:21.984963
IOE Library,-1,-1.0,2024-10-22,21:11:21.984956
Institute of Archaeology Library,-1,-1.0,2024-10-22,21:11:21.984948
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-22,21:11:21.984941
Cruciform Hub,-1,-1.0,2024-10-22,21:11:21.984915
Language & Speech Science Library,-1,-1.0,2024-10-22,21:11:21.984971
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-22,21:11:21.984994
SSEES Library,-1,-1.0,2024-10-22,21:11:21.985016
UCL East Library,150,99.33774834437085,2024-10-22,22:12:23.929528
Graduate Hub (Postgraduate use only),50,90.9090909090909,2024-10-22,22:12:23.929406
Science Library,804,87.58169934640523,2024-10-22,22:12:23.929501
Main Library,506,80.96,2024-10-22,22:12:23.929464
Student Centre,390,60.278207109737245,2024-10-22,22:12:23.929515
Bartlett Library,-1,-1.0,2024-10-22,22:12:23.929375
Cruciform Hub,-1,-1.0,2024-10-22,22:12:23.929388
The Joint Library of Ophthalmology,-1,-1.0,2024-10-22,22:12:23.929438
IOE Library,-1,-1.0,2024-10-22,22:12:23.929430
Institute of Archaeology Library,-1,-1.0,2024-10-22,22:12:23.929422
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-22,22:12:23.929414
School of Pharmacy Library,-1,-1.0,2024-10-22,22:12:23.929479
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-22,22:12:23.929472
Language & Speech Science Library,-1,-1.0,2024-10-22,22:12:23.929445
SSEES Library,-1,-1.0,2024-10-22,22:12:23.929487
UCL East Library,150,99.33774834437085,2024-10-22,23:12:40.856533
