Library,Free Seats,% Free,Date,Time
Graduate Hub (Postgraduate use only),53,96.36363636363636,2024-10-23,08:16:11.651009
"Queen Square Institute of Neurology, Queen Square Library",27,93.10344827586206,2024-10-23,08:16:11.651113
Language & Speech Science Library,53,92.98245614035088,2024-10-23,08:16:11.651084
SSEES Library,162,92.04545454545455,2024-10-23,08:16:11.651138
School of Pharmacy Library,54,91.52542372881356,2024-10-23,08:16:11.651125
Bartlett Library,62,89.85507246376811,2024-10-23,08:16:11.650975
Institute of Archaeology Library,52,89.65517241379311,2024-10-23,08:16:11.651042
Main Library,539,86.24000000000001,2024-10-23,08:16:11.651097
Science Library,789,85.94771241830065,2024-10-23,08:16:11.651150
Cruciform Hub,193,78.13765182186235,2024-10-23,08:16:11.650994
Great Ormond Street Institute of Child Health Library,85,75.89285714285714,2024-10-23,08:16:11.651023
Student Centre,488,75.42503863987635,2024-10-23,08:16:11.651162
IOE Library,227,69.20731707317073,2024-10-23,08:16:11.651057
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-23,08:16:11.651070
UCL East Library,143,94.70198675496688,2024-10-23,09:12:56.275054
Institute of Archaeology Library,53,91.37931034482759,2024-10-23,09:12:56.274918
Language & Speech Science Library,52,91.22807017543859,2024-10-23,09:12:56.274960
Graduate Hub (Postgraduate use only),50,90.9090909090909,2024-10-23,09:12:56.274888
Bartlett Library,59,85.5072463768116,2024-10-23,09:12:56.274853
SSEES Library,145,82.38636363636364,2024-10-23,09:12:56.275017
Great Ormond Street Institute of Child Health Library,88,78.57142857142857,2024-10-23,09:12:56.274902
Science Library,714,77.77777777777779,2024-10-23,09:12:56.275030
School of Pharmacy Library,45,76.27118644067797,2024-10-23,09:12:56.275001
Main Library,449,71.84,2024-10-23,09:12:56.274974
"Queen Square Institute of Neurology, Queen Square Library",18,62.06896551724138,2024-10-23,09:12:56.274988
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-23,09:12:56.274946
Student Centre,379,58.57805255023184,2024-10-23,09:12:56.275042
IOE Library,183,55.79268292682927,2024-10-23,09:12:56.274932
Cruciform Hub,137,55.465587044534416,2024-10-23,09:12:56.274873
Language & Speech Science Library,50,87.71929824561403,2024-10-23,10:12:49.461749
UCL East Library,122,80.79470198675497,2024-10-23,10:12:49.461843
"Queen Square Institute of Neurology, Queen Square Library",23,79.3103448275862,2024-10-23,10:12:49.461780
Bartlett Library,53,76.81159420289855,2024-10-23,10:12:49.461644
Great Ormond Street Institute of Child Health Library,80,71.42857142857143,2024-10-23,10:12:49.461693
Graduate Hub (Postgraduate use only),39,70.9090909090909,2024-10-23,10:12:49.461679
SSEES Library,110,62.5,2024-10-23,10:12:49.461806
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-23,10:12:49.461735
Main Library,347,55.52,2024-10-23,10:12:49.461763
Science Library,479,52.17864923747276,2024-10-23,10:12:49.461818
Institute of Archaeology Library,29,50.0,2024-10-23,10:12:49.461708
IOE Library,153,46.646341463414636,2024-10-23,10:12:49.461722
Cruciform Hub,114,46.15384615384615,2024-10-23,10:12:49.461664
School of Pharmacy Library,27,45.76271186440678,2024-10-23,10:12:49.461793
Student Centre,272,42.040185471406495,2024-10-23,10:12:49.461830
UCL East Library,124,82.11920529801324,2024-10-23,11:10:19.109769
Language & Speech Science Library,41,71.9298245614035,2024-10-23,11:10:19.109670
Bartlett Library,48,69.56521739130434,2024-10-23,11:10:19.109559
Great Ormond Street Institute of Child Health Library,75,66.96428571428571,2024-10-23,11:10:19.109612
"Queen Square Institute of Neurology, Queen Square Library",19,65.51724137931035,2024-10-23,11:10:19.109698
SSEES Library,109,61.93181818181818,2024-10-23,11:10:19.109729
The Joint Library of Ophthalmology,25,56.81818181818182,2024-10-23,11:10:19.109656
Science Library,419,45.64270152505447,2024-10-23,11:10:19.109744
Main Library,281,44.96,2024-10-23,11:10:19.109685
Institute of Archaeology Library,26,44.827586206896555,2024-10-23,11:10:19.109628
Cruciform Hub,93,37.65182186234818,2024-10-23,11:10:19.109579
IOE Library,114,34.756097560975604,2024-10-23,11:10:19.109642
School of Pharmacy Library,20,33.89830508474576,2024-10-23,11:10:19.109716
Student Centre,207,31.993817619783616,2024-10-23,11:10:19.109756
Graduate Hub (Postgraduate use only),12,21.818181818181817,2024-10-23,11:10:19.109594
Great Ormond Street Institute of Child Health Library,85,75.89285714285714,2024-10-23,12:22:55.359198
Language & Speech Science Library,41,71.9298245614035,2024-10-23,12:22:55.359258
UCL East Library,101,66.88741721854305,2024-10-23,12:22:55.359352
Bartlett Library,44,63.76811594202898,2024-10-23,12:22:55.359149
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-23,12:22:55.359241
SSEES Library,98,55.68181818181818,2024-10-23,12:22:55.359315
Institute of Archaeology Library,26,44.827586206896555,2024-10-23,12:22:55.359213
Science Library,373,40.631808278867105,2024-10-23,12:22:55.359327
School of Pharmacy Library,21,35.59322033898305,2024-10-23,12:22:55.359302
Main Library,214,34.239999999999995,2024-10-23,12:22:55.359273
Graduate Hub (Postgraduate use only),18,32.72727272727273,2024-10-23,12:22:55.359184
IOE Library,99,30.182926829268293,2024-10-23,12:22:55.359227
Cruciform Hub,71,28.74493927125506,2024-10-23,12:22:55.359168
Student Centre,181,27.97527047913447,2024-10-23,12:22:55.359340
"Queen Square Institute of Neurology, Queen Square Library",7,24.137931034482758,2024-10-23,12:22:55.359289
Language & Speech Science Library,41,71.9298245614035,2024-10-23,13:20:44.006969
UCL East Library,103,68.21192052980133,2024-10-23,13:20:44.007067
The Joint Library of Ophthalmology,25,56.81818181818182,2024-10-23,13:20:44.006955
Great Ormond Street Institute of Child Health Library,56,50.0,2024-10-23,13:20:44.006911
SSEES Library,83,47.159090909090914,2024-10-23,13:20:44.007029
Bartlett Library,32,46.3768115942029,2024-10-23,13:20:44.006861
"Queen Square Institute of Neurology, Queen Square Library",11,37.93103448275862,2024-10-23,13:20:44.007001
School of Pharmacy Library,20,33.89830508474576,2024-10-23,13:20:44.007016
Science Library,306,33.33333333333333,2024-10-23,13:20:44.007042
Cruciform Hub,77,31.17408906882591,2024-10-23,13:20:44.006881
Main Library,191,30.56,2024-10-23,13:20:44.006983
Student Centre,190,29.36630602782071,2024-10-23,13:20:44.007055
IOE Library,75,22.865853658536587,2024-10-23,13:20:44.006941
Institute of Archaeology Library,13,22.413793103448278,2024-10-23,13:20:44.006926
Graduate Hub (Postgraduate use only),9,16.363636363636363,2024-10-23,13:20:44.006897
Language & Speech Science Library,43,75.43859649122807,2024-10-23,14:11:42.068612
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-23,14:11:42.068598
UCL East Library,91,60.264900662251655,2024-10-23,14:11:42.068703
Great Ormond Street Institute of Child Health Library,58,51.78571428571429,2024-10-23,14:11:42.068555
"Queen Square Institute of Neurology, Queen Square Library",15,51.724137931034484,2024-10-23,14:11:42.068639
SSEES Library,89,50.56818181818182,2024-10-23,14:11:42.068666
Cruciform Hub,93,37.65182186234818,2024-10-23,14:11:42.068526
Bartlett Library,25,36.231884057971016,2024-10-23,14:11:42.068506
Science Library,305,33.2244008714597,2024-10-23,14:11:42.068678
Graduate Hub (Postgraduate use only),18,32.72727272727273,2024-10-23,14:11:42.068541
Student Centre,197,30.44822256568779,2024-10-23,14:11:42.068691
Main Library,172,27.52,2024-10-23,14:11:42.068626
School of Pharmacy Library,16,27.11864406779661,2024-10-23,14:11:42.068652
IOE Library,85,25.914634146341463,2024-10-23,14:11:42.068584
Institute of Archaeology Library,12,20.689655172413794,2024-10-23,14:11:42.068570
UCL East Library,99,65.56291390728477,2024-10-23,15:13:01.871467
Language & Speech Science Library,36,63.1578947368421,2024-10-23,15:13:01.871376
Great Ormond Street Institute of Child Health Library,66,58.92857142857143,2024-10-23,15:13:01.871316
The Joint Library of Ophthalmology,24,54.54545454545454,2024-10-23,15:13:01.871362
"Queen Square Institute of Neurology, Queen Square Library",15,51.724137931034484,2024-10-23,15:13:01.871403
SSEES Library,91,51.70454545454546,2024-10-23,15:13:01.871428
Cruciform Hub,105,42.51012145748988,2024-10-23,15:13:01.871286
School of Pharmacy Library,23,38.983050847457626,2024-10-23,15:13:01.871415
Institute of Archaeology Library,20,34.48275862068966,2024-10-23,15:13:01.871331
Science Library,313,34.0958605664488,2024-10-23,15:13:01.871440
Student Centre,197,30.44822256568779,2024-10-23,15:13:01.871453
Main Library,177,28.32,2024-10-23,15:13:01.871390
Bartlett Library,19,27.536231884057973,2024-10-23,15:13:01.871266
IOE Library,75,22.865853658536587,2024-10-23,15:13:01.871348
Graduate Hub (Postgraduate use only),8,14.545454545454545,2024-10-23,15:13:01.871302
UCL East Library,104,68.87417218543047,2024-10-23,16:14:51.191454
Language & Speech Science Library,39,68.42105263157895,2024-10-23,16:14:51.191359
Great Ormond Street Institute of Child Health Library,74,66.07142857142857,2024-10-23,16:14:51.191303
The Joint Library of Ophthalmology,25,56.81818181818182,2024-10-23,16:14:51.191346
SSEES Library,94,53.40909090909091,2024-10-23,16:14:51.191417
"Queen Square Institute of Neurology, Queen Square Library",15,51.724137931034484,2024-10-23,16:14:51.191391
Institute of Archaeology Library,28,48.275862068965516,2024-10-23,16:14:51.191318
Cruciform Hub,108,43.7246963562753,2024-10-23,16:14:51.191274
Graduate Hub (Postgraduate use only),22,40.0,2024-10-23,16:14:51.191289
Science Library,341,37.145969498910674,2024-10-23,16:14:51.191429
Bartlett Library,24,34.78260869565217,2024-10-23,16:14:51.191254
School of Pharmacy Library,20,33.89830508474576,2024-10-23,16:14:51.191404
Student Centre,205,31.68469860896445,2024-10-23,16:14:51.191441
Main Library,176,28.16,2024-10-23,16:14:51.191377
IOE Library,81,24.695121951219512,2024-10-23,16:14:51.191332
Language & Speech Science Library,45,78.94736842105263,2024-10-23,17:11:26.777674
SSEES Library,133,75.56818181818183,2024-10-23,17:11:26.777736
UCL East Library,114,75.49668874172185,2024-10-23,17:11:26.777778
"Queen Square Institute of Neurology, Queen Square Library",19,65.51724137931035,2024-10-23,17:11:26.777702
Great Ormond Street Institute of Child Health Library,68,60.71428571428571,2024-10-23,17:11:26.777623
Institute of Archaeology Library,35,60.3448275862069,2024-10-23,17:11:26.777638
Bartlett Library,40,57.971014492753625,2024-10-23,17:11:26.777546
Graduate Hub (Postgraduate use only),27,49.09090909090909,2024-10-23,17:11:26.777609
Science Library,433,47.167755991285404,2024-10-23,17:11:26.777752
Cruciform Hub,110,44.534412955465584,2024-10-23,17:11:26.777593
IOE Library,138,42.073170731707314,2024-10-23,17:11:26.777652
School of Pharmacy Library,24,40.67796610169492,2024-10-23,17:11:26.777715
Main Library,224,35.839999999999996,2024-10-23,17:11:26.777688
Student Centre,204,31.530139103554866,2024-10-23,17:11:26.777765
The Joint Library of Ophthalmology,-1,-1.0,2024-10-23,17:11:26.777660
Institute of Archaeology Library,49,84.48275862068965,2024-10-23,18:16:02.011728
Language & Speech Science Library,48,84.21052631578947,2024-10-23,18:16:02.011764
"Queen Square Institute of Neurology, Queen Square Library",24,82.75862068965517,2024-10-23,18:16:02.011793
UCL East Library,124,82.11920529801324,2024-10-23,18:16:02.011868
SSEES Library,142,80.68181818181817,2024-10-23,18:16:02.011831
Bartlett Library,53,76.81159420289855,2024-10-23,18:16:02.011669
Graduate Hub (Postgraduate use only),37,67.27272727272727,2024-10-23,18:16:02.011705
Cruciform Hub,148,59.91902834008097,2024-10-23,18:16:02.011690
School of Pharmacy Library,35,59.32203389830508,2024-10-23,18:16:02.011806
Science Library,541,58.932461873638346,2024-10-23,18:16:02.011843
IOE Library,185,56.40243902439024,2024-10-23,18:16:02.011743
Main Library,317,50.72,2024-10-23,18:16:02.011778
Student Centre,259,40.030911901081915,2024-10-23,18:16:02.011856
The Joint Library of Ophthalmology,-1,-1.0,2024-10-23,18:16:02.011750
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-23,18:16:02.011713
Institute of Archaeology Library,53,91.37931034482759,2024-10-23,19:09:51.470977
UCL East Library,136,90.06622516556291,2024-10-23,19:09:51.471101
SSEES Library,154,87.5,2024-10-23,19:09:51.471063
Bartlett Library,57,82.6086956521739,2024-10-23,19:09:51.470919
Language & Speech Science Library,47,82.45614035087719,2024-10-23,19:09:51.471014
Science Library,640,69.71677559912854,2024-10-23,19:09:51.471076
School of Pharmacy Library,39,66.10169491525424,2024-10-23,19:09:51.471049
Graduate Hub (Postgraduate use only),36,65.45454545454545,2024-10-23,19:09:51.470955
Cruciform Hub,161,65.18218623481782,2024-10-23,19:09:51.470939
Main Library,369,59.040000000000006,2024-10-23,19:09:51.471027
IOE Library,193,58.84146341463414,2024-10-23,19:09:51.470992
Student Centre,266,41.112828438948995,2024-10-23,19:09:51.471089
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-23,19:09:51.470963
The Joint Library of Ophthalmology,-1,-1.0,2024-10-23,19:09:51.471000
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-23,19:09:51.471035
Institute of Archaeology Library,53,91.37931034482759,2024-10-23,20:13:27.627749
UCL East Library,135,89.40397350993378,2024-10-23,20:13:27.627872
SSEES Library,150,85.22727272727273,2024-10-23,20:13:27.627834
Graduate Hub (Postgraduate use only),46,83.63636363636363,2024-10-23,20:13:27.627726
Science Library,705,76.79738562091504,2024-10-23,20:13:27.627847
Cruciform Hub,185,74.89878542510121,2024-10-23,20:13:27.627710
Main Library,467,74.72,2024-10-23,20:13:27.627793
School of Pharmacy Library,39,66.10169491525424,2024-10-23,20:13:27.627819
IOE Library,197,60.0609756097561,2024-10-23,20:13:27.627763
Student Centre,322,49.76816074188562,2024-10-23,20:13:27.627859
Bartlett Library,-1,-1.0,2024-10-23,20:13:27.627686
The Joint Library of Ophthalmology,-1,-1.0,2024-10-23,20:13:27.627771
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-23,20:13:27.627734
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-23,20:13:27.627801
Language & Speech Science Library,-1,-1.0,2024-10-23,20:13:27.627779
UCL East Library,150,99.33774834437085,2024-10-23,21:11:34.600574
Science Library,768,83.66013071895425,2024-10-23,21:11:34.600541
Main Library,517,82.72,2024-10-23,21:11:34.600497
Graduate Hub (Postgraduate use only),42,76.36363636363637,2024-10-23,21:11:34.600444
School of Pharmacy Library,42,71.1864406779661,2024-10-23,21:11:34.600519
Student Centre,347,53.63214837712519,2024-10-23,21:11:34.600555
Bartlett Library,-1,-1.0,2024-10-23,21:11:34.600412
The Joint Library of Ophthalmology,-1,-1.0,2024-10-23,21:11:34.600474
IOE Library,-1,-1.0,2024-10-23,21:11:34.600467
Institute of Archaeology Library,-1,-1.0,2024-10-23,21:11:34.600459
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-23,21:11:34.600451
Cruciform Hub,-1,-1.0,2024-10-23,21:11:34.600425
Language & Speech Science Library,-1,-1.0,2024-10-23,21:11:34.600482
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-23,21:11:34.600505
SSEES Library,-1,-1.0,2024-10-23,21:11:34.600527
UCL East Library,150,99.33774834437085,2024-10-23,22:11:38.149067
Graduate Hub (Postgraduate use only),49,89.0909090909091,2024-10-23,22:11:38.148949
Science Library,808,88.01742919389977,2024-10-23,22:11:38.149039
Main Library,519,83.04,2024-10-23,22:11:38.149002
Student Centre,411,63.52395672333848,2024-10-23,22:11:38.149053
Bartlett Library,-1,-1.0,2024-10-23,22:11:38.148919
Cruciform Hub,-1,-1.0,2024-10-23,22:11:38.148931
The Joint Library of Ophthalmology,-1,-1.0,2024-10-23,22:11:38.148979
IOE Library,-1,-1.0,2024-10-23,22:11:38.148972
Institute of Archaeology Library,-1,-1.0,2024-10-23,22:11:38.148965
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-23,22:11:38.148957
School of Pharmacy Library,-1,-1.0,2024-10-23,22:11:38.149017
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-23,22:11:38.149010
Language & Speech Science Library,-1,-1.0,2024-10-23,22:11:38.148987
SSEES Library,-1,-1.0,2024-10-23,22:11:38.149025
UCL East Library,150,99.33774834437085,2024-10-23,23:11:52.710309
Graduate Hub (Postgraduate use only),53,96.36363636363636,2024-10-23,23:11:52.710186
Science Library,863,94.0087145969499,2024-10-23,23:11:52.710277
Main Library,554,88.64,2024-10-23,23:11:52.710239
Student Centre,453,70.01545595054097,2024-10-23,23:11:52.710295
Bartlett Library,-1,-1.0,2024-10-23,23:11:52.710156
Cruciform Hub,-1,-1.0,2024-10-23,23:11:52.710168
The Joint Library of Ophthalmology,-1,-1.0,2024-10-23,23:11:52.710216
IOE Library,-1,-1.0,2024-10-23,23:11:52.710209
Institute of Archaeology Library,-1,-1.0,2024-10-23,23:11:52.710201
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-23,23:11:52.710194
School of Pharmacy Library,-1,-1.0,2024-10-23,23:11:52.710255
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-23,23:11:52.710247
Language & Speech Science Library,-1,-1.0,2024-10-23,23:11:52.710224
SSEES Library,-1,-1.0,2024-10-23,23:11:52.710262
Institute of Archaeology Library,58,100.0,2024-10-24,00:56:38.311925
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-24,00:56:38.311896
"Queen Square Institute of Neurology, Queen Square Library",28,96.55172413793103,2024-10-24,00:56:38.311994
Science Library,879,95.75163398692811,2024-10-24,00:56:38.312036
Bartlett Library,66,95.65217391304348,2024-10-24,00:56:38.311862
SSEES Library,168,95.45454545454545,2024-10-24,00:56:38.312024
Language & Speech Science Library,53,92.98245614035088,2024-10-24,00:56:38.311966
UCL East Library,140,92.71523178807946,2024-10-24,00:56:38.312061
School of Pharmacy Library,54,91.52542372881356,2024-10-24,00:56:38.312007
Main Library,556,88.96,2024-10-24,00:56:38.311981
Student Centre,552,85.31684698608964,2024-10-24,00:56:38.312048
Cruciform Hub,205,82.99595141700405,2024-10-24,00:56:38.311881
Great Ormond Street Institute of Child Health Library,89,79.46428571428571,2024-10-24,00:56:38.311910
IOE Library,235,71.64634146341463,2024-10-24,00:56:38.311939
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-24,00:56:38.311953
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-24,02:15:32.097251
UCL East Library,150,99.33774834437085,2024-10-24,02:15:32.097318
Institute of Archaeology Library,57,98.27586206896551,2024-10-24,02:15:32.097182
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-24,02:15:32.097153
SSEES Library,169,96.02272727272727,2024-10-24,02:15:32.097281
Science Library,863,94.0087145969499,2024-10-24,02:15:32.097294
Bartlett Library,64,92.7536231884058,2024-10-24,02:15:32.097118
School of Pharmacy Library,54,91.52542372881356,2024-10-24,02:15:32.097264
Language & Speech Science Library,52,91.22807017543859,2024-10-24,02:15:32.097224
Student Centre,558,86.24420401854714,2024-10-24,02:15:32.097306
Main Library,522,83.52000000000001,2024-10-24,02:15:32.097238
Great Ormond Street Institute of Child Health Library,91,81.25,2024-10-24,02:15:32.097167
Cruciform Hub,189,76.51821862348179,2024-10-24,02:15:32.097138
IOE Library,241,73.47560975609755,2024-10-24,02:15:32.097196
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-24,02:15:32.097210
Institute of Archaeology Library,58,100.0,2024-10-24,03:17:51.721953
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-24,03:17:51.722028
UCL East Library,150,99.33774834437085,2024-10-24,03:17:51.722091
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-24,03:17:51.721925
SSEES Library,170,96.5909090909091,2024-10-24,03:17:51.722054
Science Library,884,96.29629629629629,2024-10-24,03:17:51.722066
Bartlett Library,65,94.20289855072464,2024-10-24,03:17:51.721890
Main Library,585,93.60000000000001,2024-10-24,03:17:51.722012
Language & Speech Science Library,53,92.98245614035088,2024-10-24,03:17:51.721998
School of Pharmacy Library,54,91.52542372881356,2024-10-24,03:17:51.722041
Student Centre,581,89.79907264296754,2024-10-24,03:17:51.722079
Cruciform Hub,215,87.04453441295547,2024-10-24,03:17:51.721909
Great Ormond Street Institute of Child Health Library,94,83.92857142857143,2024-10-24,03:17:51.721939
IOE Library,238,72.5609756097561,2024-10-24,03:17:51.721967
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-24,03:17:51.721981
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-24,04:15:03.420101
UCL East Library,150,99.33774834437085,2024-10-24,04:15:03.420166
Institute of Archaeology Library,57,98.27586206896551,2024-10-24,04:15:03.420029
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-24,04:15:03.420000
Bartlett Library,66,95.65217391304348,2024-10-24,04:15:03.419964
SSEES Library,168,95.45454545454545,2024-10-24,04:15:03.420127
Science Library,876,95.42483660130719,2024-10-24,04:15:03.420141
Language & Speech Science Library,54,94.73684210526315,2024-10-24,04:15:03.420070
Main Library,583,93.28,2024-10-24,04:15:03.420088
Student Centre,593,91.65378670788253,2024-10-24,04:15:03.420153
School of Pharmacy Library,53,89.83050847457628,2024-10-24,04:15:03.420114
Cruciform Hub,202,81.78137651821862,2024-10-24,04:15:03.419984
Great Ormond Street Institute of Child Health Library,89,79.46428571428571,2024-10-24,04:15:03.420014
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-24,04:15:03.420057
IOE Library,188,57.3170731707317,2024-10-24,04:15:03.420043
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-24,05:12:25.637736
UCL East Library,150,99.33774834437085,2024-10-24,05:12:25.637799
Institute of Archaeology Library,57,98.27586206896551,2024-10-24,05:12:25.637667
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-24,05:12:25.637635
Language & Speech Science Library,55,96.49122807017544,2024-10-24,05:12:25.637708
SSEES Library,169,96.02272727272727,2024-10-24,05:12:25.637762
Bartlett Library,66,95.65217391304348,2024-10-24,05:12:25.637599
School of Pharmacy Library,53,89.83050847457628,2024-10-24,05:12:25.637749
Science Library,809,88.12636165577342,2024-10-24,05:12:25.637775
Student Centre,570,88.09891808346212,2024-10-24,05:12:25.637787
Cruciform Hub,213,86.23481781376519,2024-10-24,05:12:25.637619
Great Ormond Street Institute of Child Health Library,95,84.82142857142857,2024-10-24,05:12:25.637649
Main Library,525,84.0,2024-10-24,05:12:25.637723
IOE Library,227,69.20731707317073,2024-10-24,05:12:25.637681
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-24,05:12:25.637695
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-24,06:17:36.999564
UCL East Library,150,99.33774834437085,2024-10-24,06:17:36.999628
Graduate Hub (Postgraduate use only),53,96.36363636363636,2024-10-24,06:17:36.999460
Language & Speech Science Library,54,94.73684210526315,2024-10-24,06:17:36.999531
School of Pharmacy Library,54,91.52542372881356,2024-10-24,06:17:36.999578
Main Library,566,90.56,2024-10-24,06:17:36.999545
Science Library,826,89.97821350762527,2024-10-24,06:17:36.999603
Bartlett Library,62,89.85507246376811,2024-10-24,06:17:36.999425
Cruciform Hub,217,87.85425101214574,2024-10-24,06:17:36.999445
Great Ormond Street Institute of Child Health Library,98,87.5,2024-10-24,06:17:36.999474
Institute of Archaeology Library,50,86.20689655172413,2024-10-24,06:17:36.999489
Student Centre,540,83.46213292117464,2024-10-24,06:17:36.999615
IOE Library,241,73.47560975609755,2024-10-24,06:17:36.999503
SSEES Library,126,71.5909090909091,2024-10-24,06:17:36.999591
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-24,06:17:36.999517
Institute of Archaeology Library,58,100.0,2024-10-24,07:12:13.700112
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-24,07:12:13.700183
UCL East Library,150,99.33774834437085,2024-10-24,07:12:13.700250
SSEES Library,169,96.02272727272727,2024-10-24,07:12:13.700213
Science Library,862,93.89978213507625,2024-10-24,07:12:13.700226
Bartlett Library,64,92.7536231884058,2024-10-24,07:12:13.700046
School of Pharmacy Library,53,89.83050847457628,2024-10-24,07:12:13.700196
Language & Speech Science Library,50,87.71929824561403,2024-10-24,07:12:13.700154
Great Ormond Street Institute of Child Health Library,94,83.92857142857143,2024-10-24,07:12:13.700097
Student Centre,515,79.59814528593509,2024-10-24,07:12:13.700238
Main Library,489,78.24,2024-10-24,07:12:13.700169
Cruciform Hub,190,76.92307692307693,2024-10-24,07:12:13.700068
IOE Library,235,71.64634146341463,2024-10-24,07:12:13.700127
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-24,07:12:13.700141
Graduate Hub (Postgraduate use only),31,56.36363636363636,2024-10-24,07:12:13.700083
UCL East Library,148,98.01324503311258,2024-10-24,08:16:10.712044
Graduate Hub (Postgraduate use only),53,96.36363636363636,2024-10-24,08:16:10.711879
Bartlett Library,66,95.65217391304348,2024-10-24,08:16:10.711840
Institute of Archaeology Library,54,93.10344827586206,2024-10-24,08:16:10.711908
Language & Speech Science Library,53,92.98245614035088,2024-10-24,08:16:10.711953
SSEES Library,161,91.47727272727273,2024-10-24,08:16:10.712007
Science Library,804,87.58169934640523,2024-10-24,08:16:10.712019
Main Library,538,86.08,2024-10-24,08:16:10.711968
School of Pharmacy Library,49,83.05084745762711,2024-10-24,08:16:10.711994
"Queen Square Institute of Neurology, Queen Square Library",22,75.86206896551724,2024-10-24,08:16:10.711981
Cruciform Hub,187,75.7085020242915,2024-10-24,08:16:10.711860
Student Centre,481,74.34312210200927,2024-10-24,08:16:10.712032
Great Ormond Street Institute of Child Health Library,83,74.10714285714286,2024-10-24,08:16:10.711893
IOE Library,219,66.76829268292683,2024-10-24,08:16:10.711922
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-24,08:16:10.711939
SSEES Library,158,89.77272727272727,2024-10-24,09:12:59.349324
UCL East Library,133,88.0794701986755,2024-10-24,09:12:59.349361
Bartlett Library,60,86.95652173913044,2024-10-24,09:12:59.349159
Language & Speech Science Library,49,85.96491228070175,2024-10-24,09:12:59.349270
Great Ormond Street Institute of Child Health Library,89,79.46428571428571,2024-10-24,09:12:59.349209
Graduate Hub (Postgraduate use only),40,72.72727272727273,2024-10-24,09:12:59.349195
Main Library,452,72.32,2024-10-24,09:12:59.349284
Science Library,658,71.67755991285402,2024-10-24,09:12:59.349337
School of Pharmacy Library,42,71.1864406779661,2024-10-24,09:12:59.349311
"Queen Square Institute of Neurology, Queen Square Library",20,68.96551724137932,2024-10-24,09:12:59.349298
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-24,09:12:59.349256
Cruciform Hub,156,63.1578947368421,2024-10-24,09:12:59.349179
IOE Library,185,56.40243902439024,2024-10-24,09:12:59.349238
Institute of Archaeology Library,31,53.44827586206896,2024-10-24,09:12:59.349224
Student Centre,322,49.76816074188562,2024-10-24,09:12:59.349349
UCL East Library,128,84.76821192052981,2024-10-24,10:12:55.373153
Great Ormond Street Institute of Child Health Library,89,79.46428571428571,2024-10-24,10:12:55.373000
SSEES Library,132,75.0,2024-10-24,10:12:55.373116
Language & Speech Science Library,41,71.9298245614035,2024-10-24,10:12:55.373063
Bartlett Library,45,65.21739130434783,2024-10-24,10:12:55.372952
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-24,10:12:55.373047
Science Library,512,55.773420479302835,2024-10-24,10:12:55.373129
Main Library,319,51.04,2024-10-24,10:12:55.373077
Graduate Hub (Postgraduate use only),28,50.90909090909091,2024-10-24,10:12:55.372986
Cruciform Hub,102,41.29554655870445,2024-10-24,10:12:55.372971
IOE Library,132,40.243902439024396,2024-10-24,10:12:55.373033
"Queen Square Institute of Neurology, Queen Square Library",11,37.93103448275862,2024-10-24,10:12:55.373090
